funder,year,region,county,nonprofit,amount,city,type ,category,,,,,
Temple Hoyne Buell Foundation,2011,Northwest,Routt,Steamboat Springs Discovery Learning Center,35000.00,Steamboat Springs,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2011,Northwest,Moffat,"Connections 4 Kids, Moffat County",25000.00,Craig,Student Aid/Scholarship,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2011,Northwest,Grand,Fraser Creative Learning Center,20000.00,Fraser,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2011,Northwest,Grand,Church of the Eternal Hills,15000.00,Tabernash,Other,Education,,,,,
Temple Hoyne Buell Foundation,2011,Northwest,Rio Blanco,Human Resources Centeer,15000.00,Rangely,Other,Education,,,,,
Temple Hoyne Buell Foundation,2011,Northwest,Grand,Grand Beginnings,14000.00,Hot Sulphur Springs,Program,Education,,,,,
Temple Hoyne Buell Foundation,2011,Northwest,Grand,Grand County Department of Social Services,10000.00,Hot Sulphur Springs,Program,,,,,,
Temple Hoyne Buell Foundation,2011,Northwest,Grand,Wapiti Child Care Center Parent Organization,7000.00,Fraser,Other,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Routt,First Impressions of Routt County,47000.00,Steamboat Springs,Program,"Community, Public Affairs",,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Routt,Steamboat Springs Discovery Learning Center,35000.00,Steamboat Springs,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Moffat,Boys & Girls Clubs of Craig,26250.00,Craig,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Fraser Creative Learning Center,19600.00,Fraser,Student Aid/Scholarship,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Moffat,"Connections 4 Kids, Moffat County",15000.00,Craig,Program,Children and Youth Services,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Church of the Eternal Hills,15000.00,Tabernash,Other,Education,,,,,
Temple Hoyne Buell Foundation,2012,Northwest,Grand,Grand Beginnings,15000.00,Hot Sulphur Springs,General Operating,,,,,,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Eternal Hills Christian Preschool,15000.00,Tabernash,General Operating,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Northwest,Routt,Family Development Center of Steamboat Springs,35000.00,Steamboat Springs,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Northwest,Routt,First Impressions of Routt County,57000.00,Steamboat Springs,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Fraser Creative Learning Center,15000.00,Fraser,Program,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Grand Beginnings (EC Council),15000.00,Hot Sulphur Springs,General Operating,Early Childhood,,,,,
Temple Hoyne Buell Foundation,2013,Northwest,Grand,Grand Kids,10000.00,Fraser,Program,Early Childhood,,,,,
The Colorado Health Foundation,2009,Northwest,Grand,Grand County Rural Health Network,50000.00,Hot Sulphur Springs,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Northwest,Moffat,"Independent Life Center, Inc.",64000.00,Craig,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Northwest,Jackson,"North Park Medical Clinic, Inc.",50000.00,Walden,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Northwest,Moffat,"Northwest Colorado Dental Coalition, Inc.",27000.00,Craig,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Northwest,Routt,Northwest Colorado Visiting Nurse Association,15000.00,Steamboat Springs,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2009,Northwest,Routt,Northwest Colorado Visiting Nurse Association,139440.00,Steamboat Springs,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Northwest,Moffat,"Independent Life Center, Inc.",64000.00,Craig,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Northwest,Routt,North Routt Preschool,35000.00,Clark,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Northwest,Moffat,Northwest Colorado Dental Coalition,104000.00,Craig,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.",400000.00,Steamboat Springs,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2010,Northwest,Routt,"Northwest Colorado Visiting Nurse Association, Inc.",127696.00,Steamboat Springs,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Northwest,Routt,Hayden School District Re-1495,10000.00,Hayden,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Northwest,Jackson,"North Park Medical Clinic, Inc.",887500.00,Walden,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Northwest,Routt,Northwest Colorado Boces,157052.00,Steamboat Springs,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2011,Northwest,Routt,South Routt School District RE-3,56870.00,Oak Creek,Program,Health                                                                     ,,,,,
The Colorado Health Foundation,2012,Northwest,Grand,"Grand County Rural Health Network, Inc.",356285.00,Hot Sulphur Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Routt,Hayden School District RE-1,195150.00,Hayden,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Routt,Northwest Colorado BOCES,420963.00,Steamboat Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Routt,Northwest CO Visiting Nurse Association,558706.00,Steamboat Springs,Program,Health,,,,,
The Colorado Health Foundation,2012,Northwest,Routt,South Routt School District RE-2,190288.00,Oak Creek,Program,Health,,,,,
The Colorado Health Foundation,2013,Northwest,Routt,Northwest Colorado Visiting Nurse Association,316920.00,Steamboat Springs,Program,,2/21/13,,,,
The Colorado Health Foundation,2013,Northwest,Routt,Town of Oak Creek,59045.00,Oak Creek,Capital,,6/6/13,,,,
The Colorado Trust,2009,Northwest,Routt,Colorado West Regional Mental Health Center Steamboat,20000.00,Steamboat Springs,Program,Health                                                                     ,,,,,
The Colorado Trust,2009,Northwest,Routt,Come Lets Dance,200.00,Steamboat Springs,General Operating,"Arts, Culture & Humanities ",,,,,
The Colorado Trust,2009,Northwest,Moffat,Moffat County Department of Social Services,7500.00,Craig,Program,Health                                                                     ,,,,,
The Colorado Trust,2009,Northwest,Routt,Northwest Colorado Visiting Nurse Association,462000.00,Steamboat Springs,Program,Health                                                                     ,,,,,
The Colorado Trust,2009,Northwest,Routt,Northwest Colorado Visiting Nurse Association,187500.00,Steamboat Springs,Program,Health                                                                     ,,,,,
The Colorado Trust,2009,Northwest,Routt,Routt County Department of Human Services,7000.00,Steamboat Springs,Program,Health                                                                     ,,,,,
The Colorado Trust,2010,Northwest,Routt,First Impressions of Routt County,121580.00,Steamboat Springs,Program,Health                                                                     ,,,,,
The Colorado Trust,2010,Northwest,Moffat,Moffat County Department of Social Services,178390.00,Craig,Program,Health                                                                     ,,,,,
The Colorado Trust,2010,Northwest,Moffat,Moffat County Department of Social Services,5000.00,Craig,Program,Health                                                                     ,,,,,
The Colorado Trust,2010,Northwest,Routt,Northwest Colorado Visiting Nurse Association,25000.00,Steamboat Springs,Program,Health                                                                     ,,,,,
The Colorado Trust,2012,Northwest,Grand,Grand Beginnings,122000.00,Hot Sulphur Springs,Program,Access to Health,,,,,
The Colorado Trust,2012,Northwest,Routt,Northwest Colorado Visiting Nurse Association,10000.00,Steamboat Springs,Directed,,,,,,
The Colorado Trust,2013,Northwest,Grand,"Grand County Council On Aging, Inc",5000.00,Granby,General Operating,Northwest RPD,11/13/13,,,,
The Colorado Trust,2013,Northwest,Grand,Grand County Rural Health Network Inc.,20000.00,Hot Sulphur Springs,Program,Convening for Colorado,12/4/13,,,,
The Colorado Trust,2013,Northwest,Routt,"Reaching Everyone Preventing Suicide, Inc.",5000.00,Steamboat Springs,General Operating,Northwest RPD,11/13/13,,,,
The Colorado Trust,2013,Northwest,Routt,Rocky Mountain Youth Corps,5000.00,Steamboat Springs,General Operating,Northwest RPD,11/13/13,,,,
Gates Family Foundation,2009,Northwest,Grand,Fraser Valley Recreation,50000.00,Winter Park,Capital,"Environment, Conservation",,,,,
Gates Family Foundation,2009,Northwest,Routt,Hayden School District RE-1,75000.00,Hayden,Capital,Education,,,,,
Gates Family Foundation,2009,Northwest,Routt,Northwest Colorado Visiting Nurse Association,100000.00,Steamboat Springs,Capital,Health                                                                     ,,,,,
Gates Family Foundation,2009,Northwest,Moffat,Yampa Valley Partners,25000.00,Craig,General Operating,"Community, Public Affairs",,,,,
Gates Family Foundation,2010,Northwest,Grand,Rocky Mountain Repertory Theatre,200000.00,Grand Lake,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2010,Northwest,Routt,North Routt Community Charter School,200000.00,Clark,Capital,Education,,,,,
Gates Family Foundation,2010,Northwest,Routt,North Routt Preschool,15000.00,Clark,Capital,Education,,,,,
Gates Family Foundation,2010,Northwest,Moffat,Boys & Girls Club of Craig,10000.00,Craig,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2011,Northwest,Routt,Solandt Memorial Hospital,50000.00,Hayden,Capital,"Community, Public Affairs",,,,,
Gates Family Foundation,2011,Northwest,Rio Blanco,Rio Blanco County 4-H,50000.00,Meeker,Capital,Children and Youth Services,,,,,
Gates Family Foundation,2012,Northwest,Routt,Tread of Pioneers Historical Commission,50000.00,Steamboat Springs,Capital,"Arts, Culture & Humanities ",,,,,
Gates Family Foundation,2012,Northwest,Routt,Town of Hayden,10000.00,Hayden,General Operating,"Community, Public Affairs",,,,,
Gates Family Foundation,2012,Northwest,Routt,Steamboat Springs Winter Sports Club,100000.00,Steamboat Springs,Capital,"Environment, Conservation",,,,,
Gates Family Foundation,2013,Northwest,Routt,South Routt Medical Center,75000.00,Oak Creek,Renovation,"Well-being of Children, Youth & Families",6/12/13,,,,
Gates Family Foundation,2013,Northwest,Routt,Town of Hayden,10000.00,Hayden,Operating,Community Development & Revitalization,4/5/12,,,,
Anschutz Family Foundation,2012,San Luis Valley,Costilla,"Costilla County Economic Development Council, Inc.",7500.00,San Luis,Program,"Civic, Community and Capacity Building",,,,,
Anschutz Family Foundation,2012,San Luis Valley,Saguache,ScSEED,5000.00,Villa Grove,Program,"Civic, Community and Capacity Building",,,,,
Anschutz Family Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc. ",10000.00,Alamosa,General Operating,Food/Shelter/Homeless,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Rio Grande,High Valley Community center,5000.00,Del Norte,General Operating,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Saguache,Northern Saguache County Library District,5000.00,Saguache,General Operating,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Alamosa,San Luis Valley Immigrant Resource Center,7500.00,Alamosa,General Operating,Self Sufficiency,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Alamosa,San Luis Valley Area Health Education Center,2900.00,Alamosa,Program ,Senior Programs,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Alamosa,Boys and Girls Club of the San Luis Valley Inc. ,7500.00,Alamosa,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Alamosa,Center for Restorative Programs,7500.00,Alamosa,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Mineral,Creede Early Learning Center ,5000.00,Creede,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2012,San Luis Valley,Mineral,Creede Repertory Theatre,5000.00,Creede,General Operating,Youth Development,,,,,
Anschutz Family Foundation,2013,San Luis Valley,Mineral,Creede Arts Council,3500.00,Creede,General Operating,"Civic, Community, and Capacity Building",4/30/13,,,,
Anschutz Family Foundation,2013,San Luis Valley,Saguache,Crestone Musical Festival,3500.00,Crestone,General Operating,"Civic, Community, and Capacity Building",4/30/13,,,,
Anschutz Family Foundation,2013,San Luis Valley,Alamosa,"La Llave Family Resource Center, Inc.",7500.00,Alamosa,Program,Youth Development,11/30/13,,,,
Anschutz Family Foundation,2013,San Luis Valley,Conejos,Little Treasures Preschool,5000.00,La Jara,General Operating,Youth Development,11/30/13,,,,
Anschutz Family Foundation,2013,San Luis Valley,Costilla,Revitalizing Sustainable Agriculture,8750.00,San Luis,General Operating,Self Sufficiency,11/30/13,,,,
Anschutz Family Foundation,2013,San Luis Valley,Alamosa,San Luis Valley Local Foods Coalition,10000.00,Alamosa,General Operating,"Civic, Community, and Capacity Building",11/30/13,,,,
Anschutz Family Foundation,2013,San Luis Valley,Costilla,"Tiny Hands Daycare Center, Inc.",10000.00,Blanca,General Operating,Youth Development,11/30/13,,,,
Anschutz Family Foundation,2013,San Luis Valley,Alamosa,"Tu Casa, Inc.",10000.00,Alamosa,General Operating,Crisis Intervention,4/30/13,,,,
Boettcher Foundation,2012,San Luis Valley,Alamosa,Adams State College,18622.00,Alamosa,Scholarship Support,,,,,,
Boettcher Foundation,2012,San Luis Valley,Mineral,Creede Repertory Theatre,25000.00,Creede,Capital,,,,,,
Boettcher Foundation,2012,San Luis Valley,Mineral,Creede School District,5000.00,Creede,Program,,,,,,
Boettcher Foundation,2012,San Luis Valley,Conejos,Cumbres and Toltec Scenic Railroad Commission,15000.00,Antonito,Capital,,,,,,
Boettcher Foundation,2012,San Luis Valley,Alamosa,"La Puente, Inc.",10000.00,Alamosa,Capital,,,,,,
Caring for Colorado Foundation,2012,San Luis Valley,Conejos,Conejos County Hospital,93389.00,La Jara,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,San Luis Valley,Alamosa,"La Puente Home, Inc.",30000.00,Alamosa,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
