funder,year,region,county,nonprofit,amount,city,type,category
El Pomar Foundation,2011,WesternSlope,Delta,"Delta Food Pantry, Inc",2000.00,Delta,Program,Human Services
El Pomar Foundation,2011,WesternSlope,Montrose,Delta-Montrose Electrice Association Charitable Trust,10000.00,Montrose,Program,
El Pomar Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,5000.00,Grand Junction,Program,Emergency Assistance      
El Pomar Foundation,2011,WesternSlope,Gunnison,Gunnison Country Food Pantry,7500.00,Gunnison,Program,Human Services
El Pomar Foundation,2011,WesternSlope,Gunnison,Gunnison County Health and Human Services,12000.00,Gunnison,Program,Health                                                                     
El Pomar Foundation,2011,WesternSlope,Mesa,Hilltop Health Services Corporation,5000.00,Grand Junction,Program,Human Services
El Pomar Foundation,2011,WesternSlope,Mesa,"Homeward Bound of the Grand Valley, Inc.",5000.00,Grand Junction,Program,Human Services
El Pomar Foundation,2011,WesternSlope,Mesa,Kids Aid,2500.00,Grand Junction,Program,Human Services
El Pomar Foundation,2011,WesternSlope,Mesa,Lighthouse Gospel Ministries,5000.00,Grand Junction,Program,Human Services
El Pomar Foundation,2011,WesternSlope,Mesa,"Marillac Clinic, Inc.",7500.00,Grand Junction,Program,Human Services
El Pomar Foundation,2011,WesternSlope,Montrose,"Montrose Medical Mission, Inc.",5000.00,Montrose,Program,Health                                                                     
El Pomar Foundation,2011,WesternSlope,Ouray,Ouray County Public Health,2500.00,Ouray,Program,Emergency Assistance      
El Pomar Foundation,2011,WesternSlope,San Miguel,Telluride Foundation,5000.00,Telluride,Other,"Community, Public Affairs"
El Pomar Foundation,2011,WesternSlope,San Miguel,Uncompahgre Combined Clinics,2000.00,Norwood,Program,Health                                                                     
El Pomar Foundation,2011,WesternSlope,Montrose,West End Family Link Center,3000.00,Nucla,Program,Human Services
El Pomar Foundation,2011,WesternSlope,Mesa,Western Council Boy Scouts of America,7500.00,Grand Junction,Student Aid/Scholarship,Children and Youth Services
El Pomar Foundation,2011,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",5000.00,Montrose,General Operating,Children and Youth Services
El Pomar Foundation,2011,WesternSlope,Delta,Kids' Pasta Project,2500.00,Hotchkiss,Program,Children and Youth Services
El Pomar Foundation,2011,WesternSlope,Mesa,"Mesa Youth Services, Inc.",4000.00,Grand Junction,Program,Children and Youth Services
El Pomar Foundation,2011,WesternSlope,Mesa,Grand Junction Central High School,38500.00,Grand Junction,Program,Education
El Pomar Foundation,2011,WesternSlope,Mesa,Grand Junction High School,28000.00,Grand Junction,Program,Education
El Pomar Foundation,2011,WesternSlope,Mesa,Mesa County Business Education Foundation,1500.00,Grand Junction,General Operating,Education
El Pomar Foundation,2011,WesternSlope,Mesa,Mesa State College Foundation,1500.00,Grand Junction,Student Aid/Scholarship,Education
El Pomar Foundation,2011,WesternSlope,Mesa,"Mesa Youth Services, Inc.",1500.00,Grand Junction,General Operating,Education
El Pomar Foundation,2011,WesternSlope,Mesa,Riverside Educational Center,10000.00,Grand Junction,General Operating,Education
El Pomar Foundation,2011,WesternSlope,Mesa,Western Colorado Math and Science Center,50000.00,Grand Junction,Program,Education
El Pomar Foundation,2011,WesternSlope,Montrose,7th Judicial District Child Advocacy Center,1500.00,Montrose,General Operating,Abuse & Neglect Prevention
El Pomar Foundation,2011,WesternSlope,San Miguel,Bright Futures,10000.00,Telluride,Program,Education
El Pomar Foundation,2011,WesternSlope,San Miguel,"Delta-Montrose Youth Services, Inc.",30000.00,Telluride,Program,Children and Youth Services
El Pomar Foundation,2011,WesternSlope,Delta,Delta County Joint School District 50J,45000.00,Delta,Program,Education
El Pomar Foundation,2011,WesternSlope,Delta,Delta County Joint School District 50J,1500.00,Paonia,Other,Education
El Pomar Foundation,2011,WesternSlope,Delta,Delta County Joint School District 50J,35000.00,Delta,Program,Education
El Pomar Foundation,2011,WesternSlope,Gunnison,Gunnison Country Partners,20000.00,Gunnison,Other,
El Pomar Foundation,2011,WesternSlope,Gunnison,Gunnison Country Partners,2500.00,Gunnison,General Operating,
El Pomar Foundation,2011,WesternSlope,Gunnison,Gunnison County Health and Human Services,20000.00,Gunnison,Other,Health                                                                     
El Pomar Foundation,2011,WesternSlope,Gunnison,Gunnison Watershed School District RE-1J,1500.00,Gunnison,Program,Health                                                                     
El Pomar Foundation,2011,WesternSlope,Hinsdale,Lake Fork Health Service District,2500.00,Lake City,Other,Education
El Pomar Foundation,2011,WesternSlope,Montrose,Montrose County School District RE-1J,10000.00,Montrose,Other,Education
El Pomar Foundation,2011,WesternSlope,Montrose,Montrose Education Foundation,1500.00,Montrose,General Operating,Education
El Pomar Foundation,2011,WesternSlope,San Miguel,San Miguel Mentoring Program,5000.00,Telluride,General Operating,Education
El Pomar Foundation,2011,WesternSlope,San Miguel,San Miguel Mentoring Program,1500.00,Telluride,General Operating,Education
El Pomar Foundation,2011,WesternSlope,San Miguel,Telluride Foundation,18000.00,Telluride,Program,Education
El Pomar Foundation,2011,WesternSlope,San Miguel,Telluride Foundation,22000.00,Telluride,Program,Education
El Pomar Foundation,2011,WesternSlope,San Miguel,Wright Stuff Community Foundation,15000.00,Norwood,Program,Children and Youth Services
Gates Family Foundation,2011,WesternSlope,Delta,High Country News,30000.00,Paonia,General Operating,"Arts, Culture & Humanities "
Gates Family Foundation,2011,WesternSlope,Hinsdale,Lake City Public Library,35000.00,Lake City,Capital,"Arts, Culture & Humanities "
Gates Family Foundation,2011,WesternSlope,Gunnison,Crested Butte Land Trust,72940.00,Crested Butte,Capital,"Environment, Conservation"
Gates Family Foundation,2011,WesternSlope,Delta,North Fork River Improvement Association,28000.00,Paonia,Capital,"Environment, Conservation"
Gates Family Foundation,2011,WesternSlope,Gunnison,Town of Crested Butte,10000.00,Crested Butte,Capital,"Environment, Conservation"
Gates Family Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,100000.00,Grand Junction,Capital,Children and Youth Services
Gates Family Foundation,2011,WesternSlope,Mesa,Mesa Land Trust,10000.00,Grand Junction,Capital,"Environment, Conservation"
Gates Family Foundation,2011,WesternSlope,Mesa,Mesa County Partners,50000.00,Grand Junction,Capital,"Community, Public Affairs"
Gates Family Foundation,2011,WesternSlope,Mesa,"Strong Families, Safe Kids",40000.00,Grand Junction,Capital,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",10000.00,Montrose,General Operating,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,"Child and Migrant Services, Inc.",15000.00,Palisade,General Operating,Children and Youth Services
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,10000.00,Grand Junction,General Operating,Human Services
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,22500.00,Grand Junction,General Operating,Human Services
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Gunnison,Gunnison Country Partners,25000.00,Gunnison,General Operating,Human Services
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,"Hilltop Community Resources, Inc.",27500.00,Grand Junction,General Operating,"Community, Public Affairs"
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,10000.00,Grand Junction,Program,Hospice
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,"Marillac Clinic, Inc.",20000.00,Grand Junction,Program,Health                                                                     
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Montrose,"Partners of Delta, Montrose & Ouray",15000.00,Montrose,General Operating,"Community, Public Affairs"
Helen K. and Arthur E. Johnson Foundation,2011,WesternSlope,Mesa,Western Slope Center for Children,10000.00,Grand Junction,General Operating,Children and Youth Services
Kenneth King Foundation,2011,WesternSlope,Montrose,"All Points Transit, Inc.",1500.00,Montrose,General Operating,
Kenneth King Foundation,2011,WesternSlope,Mesa,Child & Migrant Services,1500.00,Palisade,General Operating,Children and Youth Services
Kenneth King Foundation,2011,Northwest,Moffat,Colorado Elks No. 1577,2500.00,Craig,General Operating,"Community, Public Affairs"
Kenneth King Foundation,2011,WesternSlope,Mesa,Grand Valley Catholic Outreach,1500.00,Grand Junction,Capital,Human Services
Kenneth King Foundation,2011,WesternSlope,Mesa,High Desert Opera,500.00,Grand Junction,General Operating,"Arts, Culture & Humanities "
Kenneth King Foundation,2011,WesternSlope,Mesa,Hospice and Palliative Care of Western Colorado,1500.00,Grand Junction,Program,Hospice
Kenneth King Foundation,2011,WesternSlope,Mesa,Mesa Developmental Services,1500.00,Grand Junction,General Operating,
Kenneth King Foundation,2011,WesternSlope,Gunnison,Paradise Place,1000.00,Crested Butte,Capital,Children and Youth Services
Kenneth King Foundation,2011,WesternSlope,Montrose,"Sharing Ministries, Inc.",1500.00,Montrose,General Operating,Human Services
Kenneth King Foundation,2011,WesternSlope,Mesa,Western Colorado Botanical Society,500.00,Grand Junction,Program,"Environment, Conservation"
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,Mesa District Group of CAEYC,45000.00,Grand Junction,Program,
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Tenderfoot Child & Family Development Center,10000.00,Gunnison,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Tenderfoot Child & Family Development Center,22500.00,Gunnison,Student Aid/Scholarship,Children and Youth Services
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Tenderfoot Child & Family Development Center,8400.00,Gunnison,Other,Children and Youth Services
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,Hilltop Health Services Corporation,35000.00,Grand Junction,Program,Health                                                                     
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,Hilltop Health Services Corporation,30000.00,Grand Junction,Program,Health                                                                     
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,Montrose County Health and Human Services,27000.00,Montrose,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,"Black Canyon Boys & Girls Club, Inc.",25000.00,Montrose,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,Hilltop Health Services Corporation,25000.00,Grand Junction,General Operating,Health                                                                     
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,Passage Charter School,25000.00,Montrose,Not Provided,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,San Miguel,Wright Stuff Community Foundation,25000.00,Norwood,Not Provided,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,San Miguel,Bright Futures,20000.00,Telluride,Program,Children and Youth Services
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,"Strong Families, Safe Kids",20000.00,Grand Junction,Capital,Children and Youth Services
Temple Hoyne Buell Foundation,2011,WesternSlope,Montrose,Montrose County Health and Human Services,18000.00,Montrose,Program,Health                                                                     
Temple Hoyne Buell Foundation,2011,WesternSlope,Delta,North Fork Community Montessori School,15000.00,Hotchkiss,Student Aid/Scholarship,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Paradise Place,15000.00,Crested Butte,Student Aid/Scholarship,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Delta,Delta County School District #50,14000.00,Delta,Program,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Delta,Delta County Joint School District No. 50,12000.00,Delta,Other,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,"Strong Families, Safe Kids",12000.00,Grand Junction,General Operating,Children and Youth Services
Temple Hoyne Buell Foundation,2011,WesternSlope,Delta,Little Sprouts Community Preschool,10000.00,Cedaredge,General Operating,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Stepping Stones Children's Center,10000.00,Crested Butte,Student Aid/Scholarship,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Stepping Stones Children's Center,10000.00,Crested Butte,General Operating,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Gunnison County Department of Health and Human Services,8000.00,Gunnison,Program,Health                                                                     
Temple Hoyne Buell Foundation,2011,WesternSlope,San Miguel,Mountain Sprouts Preschool,7000.00,Telluride,Student Aid/Scholarship,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Mesa,Grand Junction Imagination Library,5000.00,Grand Junction,General Operating,"Community, Public Affairs"
Temple Hoyne Buell Foundation,2011,WesternSlope,Gunnison,Gunnison County Library District,5000.00,Gunnison,Program,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Ouray,Ouray County Schools Community Resource Consortium,5000.00,Ridgway,Program,Education
Temple Hoyne Buell Foundation,2011,WesternSlope,Delta,Little Sprouts Community Preschool,4278.00,Cedaredge,Other,Children and Youth Services
